pattern_id,pattern_name,feature,weight,abs_weight
fj:BaiHeDiHuangTang,百合地黄汤证,zz:XiaoBianChi,4.3298,4.3298
fj:BaiHeDiHuangTang,百合地黄汤证,mx:Pulse_WeiShu,2.3935,2.3935
fj:BaiHeDiHuangTang,百合地黄汤证,zz:KouKu,1.1713,1.1713
fj:BaiHeHuaShiDaiZheTang,百合滑石代赭汤证,【金匮3-2】,7.8945,7.8945
fj:BaiHeHuaShiSan,百合滑石散证,【金匮3-7】,4.0061,4.0061
fj:BaiHeHuaShiSan,百合滑石散证,BianFaRe,3.8884,3.8884
fj:BaiHeJiZiHuangTang,百合鸡子黄汤证,【金匮3-3】,7.8945,7.8945
fj:BaiHeXiFang,百合洗方证,BianChengKe,6.1989,6.1989
fj:BaiHeXiFang,百合洗方证,【金匮3-6】,1.4684,1.4684
fj:BaiHeZhiMuTang,百合知母汤证,【金匮3-1】,7.8946,7.8946
fj:BaiHuJiaGuiZhiRenShenTang,白虎加桂枝人参汤证,【金匮4-4】,2.454,2.454
fj:BaiHuJiaGuiZhiRenShenTang,白虎加桂枝人参汤证,zz:ShaoQi,1.9073,1.9073
fj:BaiHuJiaGuiZhiRenShenTang,白虎加桂枝人参汤证,zz:DanRe,1.8744,1.8744
fj:BaiHuJiaGuiZhiRenShenTang,白虎加桂枝人参汤证,Fan,1.5286,1.5286
fj:BaiHuJiaGuiZhiRenShenTang,白虎加桂枝人参汤证,zz:ShouZuRe,0.1303,0.1303
fj:BaiHuJiaGuiZhiTang,白虎加桂枝汤证,zz:ShiZuoOu,3.8524,3.8524
fj:BaiHuJiaGuiZhiTang,白虎加桂枝汤证,【金匮4-5】,2.7982,2.7982
fj:BaiHuJiaGuiZhiTang,白虎加桂枝汤证,zz:ShenWuHanDanRe,1.2441,1.2441
fj:BaiHuJiaRenShenTang,白虎加人参汤证,sx:SheJiang,7.6673,7.6673
fj:BaiHuJiaRenShenTang_JinKui,白虎加人参汤证（金匮）,mx:Pulse_Hong,3.8041,3.8041
fj:BaiHuJiaRenShenTang_JinKui,白虎加人参汤证（金匮）,zz:EFeng__AND__zz:Ke,3.1526,3.1526
fj:BaiHuJiaRenShenTang_JinKui,白虎加人参汤证（金匮）,zz:HanChu__AND__zz:Ke,0.9378,0.9378
fj:BaiTouWengJiaGanCaoEJiaoTang,白头翁加甘草阿胶汤证（产后下利）,mx:Pulse_XuJi,7.8945,7.8945
fj:BaiYeTang,柏叶汤证,zz:TuXueBuZhi,4.8258,4.8258
fj:BaiYeTang,柏叶汤证,【金匮16-18】,3.0687,3.0687
fj:BaiZhuFuZiTang,白术附子汤证,zz:XiaoBianZiLi,7.8945,7.8945
fj:BaiZhuZhiShiGanJiangBaiMiTang,白术枳实干姜白蜜汤证,【10.19】,7.6673,7.6673
fj:BanXiaFuLingTang,半夏茯苓汤证,【10.20】,7.8946,7.8946
fj:BanXiaHouPoFuLingShengJiangTang,半夏厚朴茯苓生姜汤证,【金匮22-5】,5.6608,5.6608
fj:BanXiaHouPoFuLingShengJiangTang,半夏厚朴茯苓生姜汤证,zz:YanZhongRuYouZhiRou,2.2338,2.2338
fj:BanXiaSan,半夏散证,zz:YanTong,7.2189,7.2189
fj:BanXiaSan,半夏散证,【金匮附方】,0.2949,0.2949
fj:BanXiaXieXinTang_JinKui,半夏泻心汤证（金匮）,【金匮11-19】,4.59,4.59
fj:BanXiaXieXinTang_JinKui,半夏泻心汤证（金匮）,zz:OuErChangMing,3.3045,3.3045
fj:BenQiTang,奔豚汤证,zz:BenQi,5.073,5.073
fj:BenQiTang,奔豚汤证,【金匮8-2】,2.5943,2.5943
fj:BenQiTang_JinKui,奔豚汤证（奔豚气）,zz:BenQi,5.073,5.073
fj:BenQiTang_JinKui,奔豚汤证（奔豚气）,【金匮8-2】,2.5943,2.5943
fj:BieJiaJianWan,鳖甲煎丸证,zz:NueMu,5.3603,5.3603
fj:BieJiaJianWan,鳖甲煎丸证,【金匮4-2】,2.5343,2.5343
fj:ChaiHuGuiJiangTang,柴胡桂姜汤证,zz:NueDuoHan,7.8945,7.8945
fj:ChaiHuSan,柴胡散证,zz:XiongMan__AND__【金匮附方】,7.8945,7.8945
fj:ChaiHuShaoYaoZhiShiGanCaoTang,柴胡芍药枳实甘草汤证,【10.5】,7.8946,7.8946
fj:ChiXiaoDouDangGuiSan,赤小豆当归散证,【金匮3-13】,4.7031,4.7031
fj:ChiXiaoDouDangGuiSan,赤小豆当归散证,zz:MuChiRuJiuYan,1.9157,1.9157
fj:ChiXiaoDouDangGuiSan,赤小豆当归散证,zz:MuSiJieHei,1.2757,1.2757
fj:ChiXiaoDouDangGuiSan_JinKui,赤小豆当归散证（便血）,zz:XianXueHouBian,3.6106,3.6106
fj:ChiXiaoDouDangGuiSan_JinKui,赤小豆当归散证（便血）,zz:SeXianHong,2.1901,2.1901
fj:ChiXiaoDouDangGuiSan_JinKui,赤小豆当归散证（便血）,【金匮16-16】,2.0939,2.0939
fj:DaChaiHuTang,大柴胡汤证,jj:QiStagnation,7.8946,7.8946
fj:DaChengQiTang_ChanHou,大承气汤证（产后胃实）,zz:BaQiRiGengFaRe,3.8282,3.8282
fj:DaChengQiTang_ChanHou,大承气汤证（产后胃实）,【金匮21-3】,2.3043,2.3043
fj:DaChengQiTang_ChanHou,大承气汤证（产后胃实）,zz:YuMaoJie,1.762,1.762
fj:DaChengQiTang_JinKui,大承气汤证（金匮）,zz:WoBuZhaoXi,3.3828,3.3828
fj:DaChengQiTang_JinKui,大承气汤证（金匮）,zz:KouJin,2.3018,2.3018
fj:DaChengQiTang_JinKui,大承气汤证（金匮）,zz:JiaoLuanJi,1.8865,1.8865
fj:DaChengQiTang_JinKui,大承气汤证（金匮）,【金匮2-13】,0.3235,0.3235
fj:DaHuangFuZiXiXinTang,大黄附子细辛汤证,【9.102】,6.7649,6.7649
fj:DaHuangFuZiXiXinTang,大黄附子细辛汤证,zz:XieXiaPianTong,4.3086,4.3086
fj:DaHuangFuZiXiXinTang,大黄附子细辛汤证,zz:FaWeiRe,1.2632,1.2632
fj:DaHuangFuZiXiXinTang,大黄附子细辛汤证,mx:Pulse_XianJin,0.9686,0.9686
fj:DaHuangFuZiXiXinTang_JinKui,大黄附子细辛汤证（腹满）,zz:XieXiaPianTong,3.8171,3.8171
fj:DaHuangFuZiXiXinTang_JinKui,大黄附子细辛汤证（腹满）,mx:Pulse_XianJin,3.1815,3.1815
fj:DaHuangFuZiXiXinTang_JinKui,大黄附子细辛汤证（腹满）,zz:FaWeiRe,0.6687,0.6687
fj:DaHuangGanSuiEJiaoTang,大黄甘遂阿胶汤证,zz:XiaoBianWeiNan,3.8344,3.8344
fj:DaHuangGanSuiEJiaoTang,大黄甘遂阿胶汤证,zz:FuRenShaoFuManRuDunZhuang,2.617,2.617
fj:DaHuangGanSuiEJiaoTang,大黄甘遂阿胶汤证,【金匮22-13】,1.4431,1.4431
fj:DaHuangMuDanTang_JinKui,大黄牡丹汤证（肠痈）,zz:AnZhiJiTong,2.5615,2.5615
fj:DaHuangMuDanTang_JinKui,大黄牡丹汤证（肠痈）,zz:EHan,2.3205,2.3205
fj:DaHuangMuDanTang_JinKui,大黄牡丹汤证（肠痈）,zz:ShaoFuZhongPi,1.8346,1.8346
fj:DaHuangMuDanTang_JinKui,大黄牡丹汤证（肠痈）,【金匮18-4】,1.178,1.178
fj:DaHuangXiaoShiTang_JinKui,大黄硝石汤证（黄疸）,【金匮15-19】,7.8945,7.8945
fj:DaHuangZheChongWan,大黄?虫丸证,zz:LiangMuAnHei,3.342,3.342
fj:DaHuangZheChongWan,大黄?虫丸证,【金匮6-18】,2.1822,2.1822
fj:DaHuangZheChongWan,大黄?虫丸证,zz:JiFuJiaCuo,2.1431,2.1431
fj:DaHuangZheChongWan_JinKui,大黄?虫丸证（虚劳）,zz:LiangMuAnHei,3.342,3.342
fj:DaHuangZheChongWan_JinKui,大黄?虫丸证（虚劳）,【金匮6-18】,2.1822,2.1822
fj:DaHuangZheChongWan_JinKui,大黄?虫丸证（虚劳）,zz:JiFuJiaCuo,2.1431,2.1431
fj:DaJianZhongTang,大建中汤证,zz:FuZhongHan,2.7296,2.7296
fj:DaJianZhongTang,大建中汤证,zz:FuZhongHanTong,2.1308,2.1308
fj:DaJianZhongTang,大建中汤证,zz:ShangChongPiQi,1.4108,1.4108
fj:DaJianZhongTang,大建中汤证,【金匮10-14】,1.3961,1.3961
fj:DaJianZhongTang_JinKui,大建中汤证（腹满）,zz:FuZhongHan,2.7296,2.7296
fj:DaJianZhongTang_JinKui,大建中汤证（腹满）,zz:FuZhongHanTong,2.1308,2.1308
fj:DaJianZhongTang_JinKui,大建中汤证（腹满）,zz:ShangChongPiQi,1.4108,1.4108
fj:DaJianZhongTang_JinKui,大建中汤证（腹满）,【金匮10-14】,1.3961,1.3961
fj:DaQingLongTang_JinKui,大青龙汤证（金匮）,zz:ShenTiTengZhong,4.3297,4.3297
fj:DaQingLongTang_JinKui,大青龙汤证（金匮）,【金匮12-29】,1.9728,1.9728
fj:DaQingLongTang_JinKui,大青龙汤证（金匮）,zz:YiYin,1.1774,1.1774
fj:DaWuTouJian_JinKui,大乌头煎证（金匮）,zz:ShouZuJueLeng,3.8692,3.8692
fj:DaWuTouJian_JinKui,大乌头煎证（金匮）,zz:RaoQiErTong,2.3138,2.3138
fj:DaWuTouJian_JinKui,大乌头煎证（金匮）,【金匮10-17】,1.7115,1.7115
fj:DanPiSan,丹皮散证,zz:YuXue,7.8945,7.8945
fj:DangGuiBeiMuKuShenWan,当归贝母苦参丸证,zz:XiaoBianNan,4.3967,4.3967
fj:DangGuiBeiMuKuShenWan,当归贝母苦参丸证,【金匮20-7】,3.4979,3.4979
fj:DangGuiLiuHuangTang,当归硫黄汤证,zz:YangXu,3.9145,3.9145
fj:DangGuiLiuHuangTang,当归硫黄汤证,zz:JingShuiBuDiao,3.9143,3.9143
fj:DangGuiSan,当归散证,【金匮20-9】,5.6619,5.6619
fj:DangGuiSan,当归散证,zz:ChangFu,2.2326,2.2326
fj:DangGuiShaoYaoSan,当归芍药散证,【金匮20-5】,7.8945,7.8945
fj:DangGuiShaoYaoSan_Fuke,当归芍药散证（妇人腹中痛）,【金匮22-17】,7.8945,7.8945
fj:DangGuiShengJiangYangRouTang_ChanHou,当归生姜羊肉汤证（产后腹痛）,【金匮21-4】,7.8945,7.8945
fj:DangGuiShengJiangYangRouTang_JinKui,当归生姜羊肉汤证（金匮）,【金匮10-18】,4.1165,4.1165
fj:DangGuiShengJiangYangRouTang_JinKui,当归生姜羊肉汤证（金匮）,zz:XieTongLiJi,3.7781,3.7781
fj:DangGuiSiNiTang,当归四逆汤证,【11.26】,7.8946,7.8946
fj:DiDangTang_Fuke,抵当汤证（妇人经水不利）,zz:JingShuiShiXingShiZhi,2.9679,2.9679
fj:DiDangTang_Fuke,抵当汤证（妇人经水不利）,【金匮22-14】,2.7339,2.7339
fj:DiDangTang_Fuke,抵当汤证（妇人经水不利）,zz:FuRenShiFuTong,2.1927,2.1927
fj:DiDangWan,抵当丸证,jj:BloodStasis,7.6673,7.6673
fj:FanShiWan,矾石丸证,zz:XiaBaiWuBuZhi,4.145,4.145
fj:FanShiWan,矾石丸证,zz:FuRenJingShuiBi,2.1416,2.1416
fj:FanShiWan,矾石丸证,zz:ZangJianBi,1.0488,1.0488
fj:FanShiWan,矾石丸证,【金匮22-15】,0.5591,0.5591
fj:FangJiFuLingTang,防己茯苓汤证,zz:PiShui,3.4121,3.4121
fj:FangJiFuLingTang,防己茯苓汤证,zz:PiFuZhongHongHongDong,1.7998,1.7998
fj:FangJiFuLingTang,防己茯苓汤证,zz:SiZhiZhong,1.4571,1.4571
fj:FangJiFuLingTang,防己茯苓汤证,【金匮14-6】,1.2256,1.2256
fj:FangJiHuangQiTang,防己黄芪汤证,zz:FuShenZhong,7.8945,7.8945
fj:FangJiHuangQiTang_JinKui,防己黄芪汤证（水气）,zz:ShenZhong__AND__zz:EFeng,3.3579,3.3579
fj:FangJiHuangQiTang_JinKui,防己黄芪汤证（水气）,zz:ShenZhong__AND__zz:HanChu,2.3406,2.3406
fj:FangJiHuangQiTang_JinKui,防己黄芪汤证（水气）,zz:FengShui__AND__zz:ShenZhong,2.1961,2.1961
fj:FangJiJiaoMuZhuLiDaHuangWan,防己椒目葶苈大黄丸证,【金匮12-39】,4.2781,4.2781
fj:FangJiJiaoMuZhuLiDaHuangWan,防己椒目葶苈大黄丸证,zz:KouSheGanZao,2.3452,2.3452
fj:FangJiJiaoMuZhuLiDaHuangWan,防己椒目葶苈大黄丸证,zz:ChangJianYouShuiQi,1.2713,1.2713
fj:FuLingBanXiaTang,茯苓半夏汤证,zz:OuTu__AND__zz:XinXiaPi,4.2169,4.2169
fj:FuLingBanXiaTang,茯苓半夏汤证,zz:OuTu__AND__【金匮附方】,2.6428,2.6428
fj:FuLingBanXiaTang,茯苓半夏汤证,zz:XinXiaPi__AND__【金匮附方】,1.0349,1.0349
fj:FuLingGanCaoTang_JinKui,茯苓甘草汤证（金匮）,zz:JueErXinXiaJi,6.7649,6.7649
fj:FuLingGanCaoTang_JinKui,茯苓甘草汤证（金匮）,【金匮14-8】,2.6901,2.6901
fj:FuLingGanCaoTang_JinKui,茯苓甘草汤证（金匮）,zz:XiaoBianBuLi__AND__zz:Ke,2.6461,2.6461
fj:FuLingGanCaoTang_JinKui,茯苓甘草汤证（金匮）,zz:ShuiQi__AND__zz:Ke,1.2042,1.2042
fj:FuLingGanCaoTang_LiShui,茯苓甘草汤证（水气病）,zz:XiaoBianBuLi__AND__zz:Ke,4.562,4.562
fj:FuLingGanCaoTang_LiShui,茯苓甘草汤证（水气病）,【金匮14-8】,1.5604,1.5604
fj:FuLingGanCaoTang_LiShui,茯苓甘草汤证（水气病）,zz:ShuiQi__AND__zz:Ke,1.5448,1.5448
fj:FuLingGanCaoTang_ZhiYin,茯苓甘草汤证（支饮）,【金匮12-32】,7.8945,7.8945
fj:FuLingGuiZhiWan,茯苓桂枝丸证,zz:XinJi,4.6817,4.6817
fj:FuLingGuiZhiWan,茯苓桂枝丸证,zz:ShuiQi__AND__【金匮附方】,3.1303,3.1303
fj:FuLingJianZhongTang,茯苓建中汤证,【金匮12-26】,5.6637,5.6637
fj:FuLingJianZhongTang,茯苓建中汤证,zz:XinXiaYin,2.2308,2.2308
fj:FuLingSan,茯苓散证,zz:XiaoBianBuLi__AND__【金匮附方】,7.6673,7.6673
fj:FuLingXingRenGanCaoTang,茯苓杏仁甘草汤证,zz:DuanQi__AND__zz:XiongBi,3.5069,3.5069
fj:FuLingXingRenGanCaoTang,茯苓杏仁甘草汤证,zz:XiongZhongQiSai,2.0743,2.0743
fj:FuLingXingRenGanCaoTang,茯苓杏仁甘草汤证,【金匮9-6】,1.7419,1.7419
fj:FuLingXingRenGanCaoTang_JinKui,茯苓杏仁甘草汤证（胸痹）,zz:DuanQi__AND__zz:XiongBi,3.5069,3.5069
fj:FuLingXingRenGanCaoTang_JinKui,茯苓杏仁甘草汤证（胸痹）,zz:XiongZhongQiSai,2.0743,2.0743
fj:FuLingXingRenGanCaoTang_JinKui,茯苓杏仁甘草汤证（胸痹）,【金匮9-6】,1.7419,1.7419
fj:FuZiJingMiTang,附子粳米汤证,zz:NiMan,3.6883,3.6883
fj:FuZiJingMiTang,附子粳米汤证,zz:FuZhongQieTong,2.0956,2.0956
fj:FuZiJingMiTang,附子粳米汤证,【金匮10-10】,1.0065,1.0065
fj:FuZiJingMiTang,附子粳米汤证,zz:LeiMing,0.8769,0.8769
fj:FuZiJingMiTang_JinKui,附子粳米汤证（腹满）,zz:NiMan,3.6883,3.6883
fj:FuZiJingMiTang_JinKui,附子粳米汤证（腹满）,zz:FuZhongQieTong,2.0956,2.0956
fj:FuZiJingMiTang_JinKui,附子粳米汤证（腹满）,【金匮10-10】,1.0065,1.0065
fj:FuZiJingMiTang_JinKui,附子粳米汤证（腹满）,zz:LeiMing,0.8769,0.8769
fj:FuZiTang,附子汤证,【11.24】,7.8946,7.8946
fj:GanCaoFuZiTang,甘草附子汤证,【金匮2-24】,2.3366,2.3366
fj:GanCaoFuZiTang,甘草附子汤证,zz:DuanQi__AND__zz:HanChu,1.9406,1.9406
fj:GanCaoFuZiTang,甘草附子汤证,zz:HanChu__AND__zz:XiaoBianBuLi,1.4611,1.4611
fj:GanCaoFuZiTang,甘草附子汤证,zz:DuanQi__AND__zz:XiaoBianBuLi,0.8714,0.8714
fj:GanCaoFuZiTang,甘草附子汤证,zz:DuanQi__AND__zz:EFeng,0.5483,0.5483
fj:GanCaoFuZiTang,甘草附子汤证,zz:CheTong,0.3715,0.3715
fj:GanCaoFuZiTang,甘草附子汤证,zz:EFeng__AND__zz:XiaoBianBuLi,0.365,0.365
fj:GanCaoGanJiangTang,甘草干姜汤证,【金匮7-5】,4.8932,4.8932
fj:GanCaoGanJiangTang,甘草干姜汤证,zz:TuXianMo__AND__zz:BuKe,3.0014,3.0014
fj:GanCaoMaHuangTang,甘草麻黄汤证,zz:ShenMuHuangZhong__AND__zz:LiShui,2.4213,2.4213
fj:GanCaoMaHuangTang,甘草麻黄汤证,zz:LiShui__AND__mx:Pulse_Chen,2.3085,2.3085
fj:GanCaoMaHuangTang,甘草麻黄汤证,zz:LiShui,1.0046,1.0046
fj:GanCaoMaHuangTang,甘草麻黄汤证,zz:ShenMuHuangZhong,0.8563,0.8563
fj:GanCaoMaHuangTang,甘草麻黄汤证,zz:ShenMuHuangZhong__AND__mx:Pulse_Chen,0.4736,0.4736
fj:GanCaoMaHuangTang_JinKui,甘草麻黄汤证（水气）,zz:ShenMuHuangZhong__AND__zz:LiShui,2.4213,2.4213
fj:GanCaoMaHuangTang_JinKui,甘草麻黄汤证（水气）,zz:LiShui__AND__mx:Pulse_Chen,2.3085,2.3085
fj:GanCaoMaHuangTang_JinKui,甘草麻黄汤证（水气）,zz:LiShui,1.0046,1.0046
fj:GanCaoMaHuangTang_JinKui,甘草麻黄汤证（水气）,zz:ShenMuHuangZhong,0.8563,0.8563
fj:GanCaoMaHuangTang_JinKui,甘草麻黄汤证（水气）,zz:ShenMuHuangZhong__AND__mx:Pulse_Chen,0.4736,0.4736
fj:GanCaoMaHuangTang_LiShui,甘草麻黄汤证（水气病）,zz:ShenMuHuangZhong__AND__zz:LiShui,2.4213,2.4213
fj:GanCaoMaHuangTang_LiShui,甘草麻黄汤证（水气病）,zz:LiShui__AND__mx:Pulse_Chen,2.3085,2.3085
fj:GanCaoMaHuangTang_LiShui,甘草麻黄汤证（水气病）,zz:LiShui,1.0046,1.0046
fj:GanCaoMaHuangTang_LiShui,甘草麻黄汤证（水气病）,zz:ShenMuHuangZhong,0.8563,0.8563
fj:GanCaoMaHuangTang_LiShui,甘草麻黄汤证（水气病）,zz:ShenMuHuangZhong__AND__mx:Pulse_Chen,0.4736,0.4736
fj:GanCaoXiaoMaiDaZaoTang,甘草小麦大枣汤证,【金匮22-6】,3.7761,3.7761
fj:GanCaoXiaoMaiDaZaoTang,甘草小麦大枣汤证,zz:BeiShangYuKu,1.5636,1.5636
fj:GanCaoXiaoMaiDaZaoTang,甘草小麦大枣汤证,zz:ZangZao,1.2517,1.2517
fj:GanCaoXiaoMaiDaZaoTang,甘草小麦大枣汤证,zz:XiangRuShenLingSuoZuo,0.6588,0.6588
fj:GanCaoXiaoMaiDaZaoTang,甘草小麦大枣汤证,zz:ShuQianShen,0.6443,0.6443
fj:GanCaoXieXinTang_JinKui,甘草泻心汤证（金匮）,zz:MuBuDeBi,4.0595,4.0595
fj:GanCaoXieXinTang_JinKui,甘草泻心汤证（金匮）,zz:ShengGa,2.6452,2.6452
fj:GanCaoXieXinTang_JinKui,甘草泻心汤证（金匮）,zz:WoQiBuAn,1.1898,1.1898
fj:GanCaoXieXinTang_ZhuOu,甘草泻心汤证（金匮诸呕）,【金匮11-18】,6.1029,6.1029
fj:GanCaoXieXinTang_ZhuOu,甘草泻心汤证（金匮诸呕）,zz:Ou,1.7916,1.7916
fj:GanJiangBanXiaTang,干姜半夏汤证,【金匮11-15】,7.6673,7.6673
fj:GanJiangBanXiaTang_JinKui,干姜半夏汤证（呕吐）,【金匮11-15】,7.6673,7.6673
fj:GanJiangHuangQinHuangLianRenShenTang_JinKui,干姜黄芩黄连人参汤证（金匮）,zz:ShiRuKouJiTu,4.813,4.813
fj:GanJiangHuangQinHuangLianRenShenTang_JinKui,干姜黄芩黄连人参汤证（金匮）,【金匮11-22】,3.0815,3.0815
fj:GanJiangRenShenBanXiaWan,干姜人参半夏丸证,zz:OuTuBuZhi,4.502,4.502
fj:GanJiangRenShenBanXiaWan,干姜人参半夏丸证,【金匮20-6】,3.3925,3.3925
fj:GanSuiBanXiaTang,甘遂半夏汤证,zz:XinXiaJianMan,5.2555,5.2555
fj:GanSuiBanXiaTang,甘遂半夏汤证,【金匮12-27】,1.6437,1.6437
fj:GanSuiBanXiaTang,甘遂半夏汤证,zz:LiuYin,0.768,0.768
fj:GanSuiBanXiaTang_JinKui,甘遂半夏汤证（痰饮）,zz:XinXiaJianMan,5.2555,5.2555
fj:GanSuiBanXiaTang_JinKui,甘遂半夏汤证（痰饮）,【金匮12-27】,1.6437,1.6437
fj:GanSuiBanXiaTang_JinKui,甘遂半夏汤证（痰饮）,zz:LiuYin,0.768,0.768
fj:GeGenHuangQinHuangLianTang,葛根芩连汤证,sx:TaiBaiFu,7.8945,7.8945
fj:GeGenTang_JinKui,葛根汤证（金匮）,【金匮2-12】,2.5901,2.5901
fj:GeGenTang_JinKui,葛根汤证（金匮）,zz:XiaoBianFanShao,2.4575,2.4575
fj:GeGenTang_JinKui,葛根汤证（金匮）,zz:KouJinBuDeYu,2.1394,2.1394
fj:GeGenTang_JinKui,葛根汤证（金匮）,zz:WuHan,0.7075,0.7075
fj:GuaLouGuiZhiTang,栝楼桂枝汤证,zz:Ren,4.3768,4.3768
fj:GuaLouGuiZhiTang,栝楼桂枝汤证,mx:Pulse_Chen_Chi,2.6576,2.6576
fj:GuaLouGuiZhiTang,栝楼桂枝汤证,zz:ShenTiQiangJiJi,0.8602,0.8602
fj:GuaLouMuLiSan,栝蒌牡蛎散证,BianChengKe,6.1989,6.1989
fj:GuaLouMuLiSan,栝蒌牡蛎散证,【金匮3-6】,1.4684,1.4684
fj:GuaLouXieBaiBaiJiuTang,瓜蒌薤白白酒汤证,GuanShangXiaoJinShu,3.6748,3.6748
fj:GuaLouXieBaiBaiJiuTang,瓜蒌薤白白酒汤证,zz:XiongBeiTong,2.241,2.241
fj:GuaLouXieBaiBaiJiuTang,瓜蒌薤白白酒汤证,mx:Pulse_ChenChi,1.3183,1.3183
fj:GuaLouXieBaiBaiJiuTang,瓜蒌薤白白酒汤证,zz:ChuanXiKeChuo,0.4332,0.4332
fj:GuaLouXieBaiBaiJiuTang_JinKui,瓜蒌薤白白酒汤证（胸痹）,GuanShangXiaoJinShu,3.6748,3.6748
fj:GuaLouXieBaiBaiJiuTang_JinKui,瓜蒌薤白白酒汤证（胸痹）,zz:XiongBeiTong,2.241,2.241
fj:GuaLouXieBaiBaiJiuTang_JinKui,瓜蒌薤白白酒汤证（胸痹）,mx:Pulse_ChenChi,1.3183,1.3183
fj:GuaLouXieBaiBaiJiuTang_JinKui,瓜蒌薤白白酒汤证（胸痹）,zz:ChuanXiKeChuo,0.4332,0.4332
fj:GuaLouXieBaiBanXiaTang,瓜蒌薤白半夏汤证,zz:XinTongCheBei,4.0042,4.0042
fj:GuaLouXieBaiBanXiaTang,瓜蒌薤白半夏汤证,【金匮9-4】,2.5622,2.5622
fj:GuaLouXieBaiBanXiaTang,瓜蒌薤白半夏汤证,zz:BuDeWo,1.1009,1.1009
fj:GuaLouXieBaiBanXiaTang_JinKui,瓜蒌薤白半夏汤证（胸痹）,zz:XinTongCheBei,4.0042,4.0042
fj:GuaLouXieBaiBanXiaTang_JinKui,瓜蒌薤白半夏汤证（胸痹）,【金匮9-4】,2.5622,2.5622
fj:GuaLouXieBaiBanXiaTang_JinKui,瓜蒌薤白半夏汤证（胸痹）,zz:BuDeWo,1.1009,1.1009
fj:GuiZhiFuLingWan,桂枝茯苓丸证,【金匮20-2】,3.2191,3.2191
fj:GuiZhiFuLingWan,桂枝茯苓丸证,zz:TaiDong,2.3786,2.3786
fj:GuiZhiFuLingWan,桂枝茯苓丸证,zz:LouXiaBuZhi,2.1955,2.1955
fj:GuiZhiFuLingWan,桂枝茯苓丸证,zz:ZhengJia,0.1013,0.1013
fj:GuiZhiFuZiTang,桂枝附子汤证,zz:BuOu,3.1895,3.1895
fj:GuiZhiFuZiTang,桂枝附子汤证,zz:BuNengZiZhuanCe,3.1262,3.1262
fj:GuiZhiFuZiTang,桂枝附子汤证,BuKe,1.5788,1.5788
fj:GuiZhiHuangLianTang,桂枝黄连汤证,zz:ReLi,5.6732,5.6732
fj:GuiZhiHuangLianTang,桂枝黄连汤证,zz:FuTong__AND__【金匮附方】,1.9241,1.9241
fj:GuiZhiJiaDaHuangTang,桂枝加大黄汤证,【10.17】,7.6673,7.6673
fj:GuiZhiJiaFuZiTang,桂枝加附子汤证,jj:WaterRetention,7.3231,7.3231
fj:GuiZhiJiaHuangQiTang_HuangHan,桂枝加黄芪汤证（黄汗）,zz:YiShangHanChu,4.1717,4.1717
fj:GuiZhiJiaHuangQiTang_HuangHan,桂枝加黄芪汤证（黄汗）,【金匮14-12】,1.8405,1.8405
fj:GuiZhiJiaHuangQiTang_HuangHan,桂枝加黄芪汤证（黄汗）,zz:YaoKuiChiTong,1.6551,1.6551
fj:GuiZhiJiaHuangQiTang_JinKui,桂枝加黄芪汤证（黄汗）,zz:YiShangHanChu,4.1717,4.1717
fj:GuiZhiJiaHuangQiTang_JinKui,桂枝加黄芪汤证（黄汗）,【金匮14-12】,1.8405,1.8405
