pattern_id,pattern_name,liujing,clause,total_features,top_features
fj:JiuTongWan_JinKui,九痛丸证（胸痹）,lj:Taiyin_Instance,,3,zz:XinXiaTong(9.6184); 【金匮9-10】(9.6184); zz:XiongBi(5.3705)
fj:HouPoQiWuTang_JinKui,厚朴七物汤证（腹满）,lj:Yangming_Instance,【金匮10-9】,3,mx:Pulse_FuShu(8.6184); zz:FuMan(5.6184); zz:FaRe(5.2965)
fj:FuZiJingMiTang_JinKui,附子粳米汤证（腹满）,lj:Taiyin_Instance,,5,【金匮10-10】(8.6184); zz:FuZhongQieTong(8.0334); zz:LeiMing(8.0334); zz:NiMan(8.0334); zz:OuTu(6.6184)
fj:DaJianZhongTang_JinKui,大建中汤证（腹满）,lj:Taiyin_Instance,,5,zz:FuZhongHan(8.6184); zz:ShangChongPiQi(8.6184); 【金匮10-14】(8.6184); zz:FuZhongHanTong(8.0334); zz:OuBuNengShi(7.6184)
fj:DaHuangFuZiXiXinTang_JinKui,大黄附子细辛汤证（腹满）,lj:Taiyin_Instance,【金匮10-15】,4,mx:Pulse_XianJin(8.6184); zz:XieXiaPianTong(8.0334); zz:FaWeiRe(8.0334); zz:FuMan(5.6184)
fj:DaWuTouJian_JinKui,大乌头煎证（寒疝）,lj:Taiyin_Instance,,4,【金匮10-17】(8.6184); zz:RaoQiErTong(8.0334); zz:ShouZuJueLeng(7.6184); zz:HanShan(6.2965)
fj:DangGuiShengJiangYangRouTang_JinKui,当归生姜羊肉汤证（寒疝）,lj:Taiyin_Instance,,4,【金匮10-18】(8.6184); zz:XieTongLiJi(8.0334); zz:FuZhongTong(7.0334); zz:HanShan(6.2965)
fj:WuTouGuiZhiTang_JinKui,乌头桂枝汤证（寒疝）,lj:Taiyin_Instance,,6,【金匮10-19】(8.6184); zz:ShouZuBuRen(8.0334); zz:NiLeng(8.0334); zz:FuZhongTong(7.0334); zz:ShenTiTengTong(6.6184); zz:HanShan(6.2965)
fj:ShengJiangBanXiaTang_JinKui,生姜半夏汤证（呕吐）,lj:Taiyin_Instance,,5,zz:XiongZhongSiChuanBuChuan(8.6184); zz:SiOuBuOu(8.6184); zz:SiNiBuNi(8.6184); zz:XinZhongFenFenRan(8.6184); 【金匮11-11】(8.6184)
fj:JuPiTang_JinKui,橘皮汤证（呕吐）,lj:Taiyin_Instance,,3,zz:GanOuNi(8.6184); 【金匮11-12】(8.6184); zz:ShouZuJue(8.0334)
fj:JuPiZhuRuTang_JinKui,橘皮竹茹汤证（呕吐）,lj:Taiyin_Instance,,3,【金匮11-13】(8.6184); zz:NiNi(8.0334); zz:Xu(8.0334)
fj:XiaoBanXiaTang_JinKui,小半夏汤证（呕吐）,lj:Taiyin_Instance,,3,【金匮11-14】(8.6184); zz:ZhuOu(8.0334); zz:GuBuDeXia(8.0334)
fj:GanJiangBanXiaTang_JinKui,干姜半夏汤证（呕吐）,lj:Taiyin_Instance,,3,【金匮11-15】(8.6184); zz:TuXianMo(7.2965); zz:GanOu(5.7115)
fj:HuangQinTang_JinKui,黄芩汤证（呕吐）,lj:Shaoyang_Instance,,3,【金匮11-16】(8.6184); zz:GanOu(5.7115); zz:XiaLi(5.7115)
fj:BanXiaXieXinTang_JinKui,半夏泻心汤证（呕吐）,lj:Shaoyang_Instance,,3,zz:OuErChangMing(8.6184); 【金匮11-19】(8.6184); zz:XinXiaPi(5.2261)
fj:HuangLianTang_JinKui,黄连汤证（呕吐）,lj:Taiyang_Instance,,3,【金匮11-20】(8.6184); zz:YuOu(7.6184); zz:FuTong(5.2965)
fj:GanJiangHuangQinHuangLianRenShenTang_JinKui,干姜黄芩黄连人参汤证（呕吐）,lj:Jueyin_Instance,,2,【金匮11-22】(8.6184); zz:ShiRuKouJiTu(8.0334)
fj:MuFangJiTang_JinKui,木防己汤证（痰饮）,lj:Taiyin_Instance,【金匮12-24】,4,zz:MianSeHei(7.6184); mx:Pulse_ChenJin(7.6184); zz:KeNi(5.811); zz:XinXiaPi(5.2261)
fj:MuFangJiQuShiGaoJiaFuLingMangXiaoTang_JinKui,木防己去石膏加茯苓芒硝汤证（痰饮）,lj:Taiyin_Instance,【金匮12-24】,4,zz:MianSeHei(7.6184); mx:Pulse_ChenJin(7.6184); zz:KeNi(5.811); zz:XinXiaPi(5.2261)
fj:ZeXieTang_JinKui,泽泻汤证（痰饮）,lj:Taiyin_Instance,,3,zz:XinXiaYouZhiYin(8.6184); zz:TouYun(8.6184); 【金匮12-25】(8.6184)
fj:FuLingJianZhongTang,茯苓建中汤证,lj:Taiyin_Instance,,3,zz:XinXiaYin(8.6184); 【金匮12-26】(8.6184); zz:FuMan(5.6184)
fj:GanSuiBanXiaTang_JinKui,甘遂半夏汤证（痰饮）,lj:Taiyin_Instance,,3,zz:LiuYin(8.6184); zz:XinXiaJianMan(8.6184); 【金匮12-27】(8.6184)
fj:ShiZaoTang_JinKui,十枣汤证（悬饮）,lj:Taiyang_Instance,,3,zz:KeXieYinTong(8.6184); 【金匮12-28】(8.6184); zz:XuanYin(8.0334)
fj:DaQingLongTang_JinKui,大青龙汤证（溢饮）,lj:Taiyang_Instance,,3,zz:YiYin(7.6184); zz:ShenTiTengZhong(7.6184); 【金匮12-29】(7.6184)
fj:XiaoQingLongTang_JinKui,小青龙汤证（溢饮）,lj:Taiyang_Instance,,3,zz:YiYin(7.6184); zz:ShenTiTengZhong(7.6184); 【金匮12-29】(7.6184)
fj:LingGuiZhuGanTang_JinKui,苓桂术甘汤证（痰饮）,lj:Taiyin_Instance,【金匮12-30】,4,zz:XinXiaYouTanYin(8.6184); zz:XiongXieZhiMan(8.6184); mx:Pulse_ChenXian(8.6184); zz:MuXuan(8.0334)
fj:ZeXieTang_JinKui,泽泻汤证（支饮）,lj:Taiyin_Instance,,2,zz:KuMaoXuan(8.6184); 【金匮12-31】(8.6184)
fj:FuLingGanCaoTang_ZhiYin,茯苓甘草汤证（支饮）,lj:Taiyin_Instance,,3,【金匮12-32】(8.6184); zz:ZhiYin(6.0334); zz:KeNi(5.811)
fj:HouPoDaHuangTang,厚朴大黄汤证,lj:Yangming_Instance,,3,【金匮12-33】(8.6184); zz:ZhiYin(6.0334); zz:XiongMan(6.0334)
fj:XuanFuHuaTang_JinKui,旋覆花汤证（肝着）,lj:Jueyin_Instance,,3,zz:ChangYuTaQiXiongShang(8.6184); 【金匮12-34】(8.6184); zz:XiongBi(5.3705)
fj:ZiCanTang_JinKui,紫参汤证（肺痈）,lj:Jueyin_Instance,,3,【金匮12-35】(8.6184); zz:ZhiYin(6.0334); zz:KeNi(5.811)
fj:QianJinWeiJingTang_JinKui,葶苈大枣泻肺汤证（支饮）,lj:Taiyang_Instance,,3,【金匮12-36】(8.6184); zz:ZhiYin(6.0334); zz:KeNi(5.811)
fj:XiaoBanXiaTang_ZhiYin,小半夏汤证（支饮）,lj:Taiyin_Instance,,4,【金匮12-37】(8.6184); zz:BuKe(6.811); zz:OuTu(6.6184); zz:ZhiYin(6.0334)
fj:XiaoBanXiaJiaFuLingTang,小半夏加茯苓汤证,lj:Taiyin_Instance,,4,【金匮12-38】(8.6184); zz:OuTu(6.6184); zz:ZhiYin(6.0334); zz:KeNi(5.811)
fj:FangJiJiaoMuZhuLiDaHuangWan,防己椒目葶苈大黄丸证,lj:Taiyin_Instance,,4,zz:KouSheGanZao(8.6184); zz:ChangJianYouShuiQi(8.6184); 【金匮12-39】(8.6184); zz:FuMan(5.6184)
fj:XiaoBanXiaJiaFuLingTang_JinKui,小半夏加茯苓汤证（水饮）,lj:Taiyin_Instance,,3,zz:GeJianYouShuiQi(8.6184); zz:OuTuXuanJi(8.6184); 【金匮12-40】(8.6184)
fj:WuLingSan_JinKui,五苓散证（水饮）,lj:Taiyang_Instance,,4,zz:QiXiaJi(8.6184); 【金匮12-41】(8.6184); zz:TouXuan(8.0334); zz:TuXianMo(7.2965)
fj:GanCaoMaHuangTang_LiShui,甘草麻黄汤证（水气病）,lj:Taiyang_Instance,【金匮14-5】,3,zz:LiShui(7.0334); zz:ShenMuHuangZhong(7.0334); mx:Pulse_Chen(5.7115)
fj:YueBiJiaZhuTang_JinKui,越婢加术汤证（水气病）,lj:Taiyang_Instance,【金匮14-5】,3,zz:LiShui(7.0334); zz:ShenMuHuangZhong(7.0334); mx:Pulse_Chen(5.7115)
fj:FangJiFuLingTang,防己茯苓汤证,lj:Taiyang_Instance,,4,zz:PiShui(8.6184); zz:SiZhiZhong(8.6184); zz:PiFuZhongHongHongDong(8.6184); 【金匮14-6】(8.6184)
fj:YueBiTang_JinKui,越婢汤证（水气病）,lj:Taiyang_Instance,【金匮14-7】,7,zz:ZiHanChu(8.0334); zz:YiShenXiZhong(7.6184); zz:WuDaRe(7.6184); zz:FengShui(7.2965); zz:BuKe(6.811); zz:EFeng(6.2965); mx:Pulse_Fu(5.9179)
fj:FuLingGanCaoTang_LiShui,茯苓甘草汤证（水气病）,lj:Taiyin_Instance,,4,【金匮14-8】(8.6184); zz:ShuiQi(6.2965); zz:Ke(5.811); zz:XiaoBianBuLi(5.0948)
fj:MaHuangFuZiGanCaoTang_LiShui,麻黄附子甘草汤证（水气病）,lj:Shaoyin_Instance,【金匮14-9】,3,zz:MaiChen(8.0334); zz:ShuiQi(6.2965); mx:Pulse_Chen(5.7115)
fj:MaHuangJiaZhuTang_LiShui,麻黄加术汤证（水气病）,lj:Taiyang_Instance,【金匮14-9】,3,zz:ShenZhong(7.2965); zz:ShuiQi(6.2965); mx:Pulse_Fu(5.9179)
fj:HuangQiShaoYaoGuiZhiTang_JinKui,黄芪芍药桂枝汤证（黄汗）,lj:Taiyang_Instance,【金匮14-11】,5,zz:ShenTiZhong(8.6184); zz:Re(8.0334); zz:HuangHan(7.2965); zz:Ke(5.811); mx:Pulse_Chen(5.7115)
fj:GuiZhiJiaHuangQiTang_HuangHan,桂枝加黄芪汤证（黄汗）,lj:Taiyang_Instance,,5,zz:YiShangHanChu(8.6184); 【金匮14-12】(8.6184); zz:YaoKuiChiTong(8.0334); zz:HuangHan(7.2965); zz:ShenZhong(7.2965)
fj:YinChenHaoTang_JinKui,茵陈蒿汤证（黄疸）,lj:Yangming_Instance,,4,【金匮15-13】(9.6184); zz:HuangDan(6.0334); zz:FuMan(5.6184); zz:XiaoBianBuLi(5.0948)
fj:XiaoShiFanShiSan,硝石矾石散证,lj:Jueyin_Instance,,6,zz:NvLao(9.6184); zz:ShenJinHuang(9.6184); zz:EShangHei(9.6184); zz:ZuXiaRe(9.6184); 【金匮15-14】(9.6184); zz:FuMan(5.6184)
fj:ZhiZiDaHuangTang_JinKui,栀子大黄汤证（黄疸）,lj:Yangming_Instance,,4,【金匮15-15】(9.6184); zz:ReTong(8.6184); zz:XinZhongAoNong(8.0334); zz:HuangDan(6.0334)
fj:ZhuGaoFaJian_JinKui,猪膏发煎证（黄疸）,lj:Yangming_Instance,,4,【金匮15-16】(9.6184); zz:JinYeKuZao(8.6184); zz:SeAnBuMing(8.6184); zz:HuangDan(6.0334)
fj:YinChenWuLingSan,茵陈五苓散证,lj:Taiyang_Instance,,3,【金匮15-18】(9.6184); zz:HuangDan(6.0334); zz:XiaoBianBuLi(5.0948)
fj:DaHuangXiaoShiTang_JinKui,大黄硝石汤证（黄疸）,lj:Yangming_Instance,,5,【金匮15-19】(9.6184); zz:ZiHan(8.0334); zz:HuangDan(6.0334); zz:FuMan(5.6184); zz:XiaoBianBuLi(5.0948)
fj:MuLiZeXieSan,牡蛎泽泻散证,lj:Taiyin_Instance,,3,zz:DaBingChaHou(9.6184); zz:YaoYiXiaYouShuiQi(9.6184); 【金匮15-21】(9.6184)
fj:HuangTuTang,黄土汤证,lj:Taiyin_Instance,,4,zz:XianBianHouXue(9.6184); zz:SeAnDan(9.6184); 【金匮16-15】(9.6184); zz:XiaXue(8.6184)
fj:ChiXiaoDouDangGuiSan_JinKui,赤小豆当归散证（便血）,lj:Taiyang_Instance,,4,zz:XianXueHouBian(9.6184); zz:SeXianHong(9.6184); 【金匮16-16】(9.6184); zz:XiaXue(8.6184)
fj:XieXinTang,泻心汤证（吐血）,lj:Yangming_Instance,,3,zz:TuXue(9.6184); zz:QiBuZu(9.6184); 【金匮16-17】(9.6184)
fj:BaiYeTang,柏叶汤证,lj:Taiyin_Instance,,2,zz:TuXueBuZhi(9.6184); 【金匮16-18】(9.6184)
fj:WangBuLiuXingSan,王不留行散证,lj:Taiyang_Instance,,3,zz:JinChuang(9.6184); zz:ShenYouChuang(9.6184); 【金匮16-19】(9.6184)
fj:PaiNongSan,排脓散证,lj:Yangming_Instance,,3,zz:ChuangYong(8.6184); zz:YouNong(8.6184); 【金匮16-20】(8.6184)
fj:PaiNongTang,排脓汤证,lj:Yangming_Instance,,3,zz:ChuangYong(8.6184); zz:YouNong(8.6184); 【金匮16-20】(8.6184)
fj:YiYiFuZiBaiJiangSan_JinKui,薏苡附子败酱散证（肠痈）,lj:Yangming_Instance,,5,zz:ShenTiJiaCuo(9.6184); zz:FuPiJi(9.6184); zz:RuZhongZhuang(9.6184); 【金匮18-3】(9.6184); zz:AnZhiRu(8.6184)
fj:DaHuangMuDanTang_JinKui,大黄牡丹汤证（肠痈）,lj:Yangming_Instance,,6,zz:ShaoFuZhongPi(9.6184); zz:AnZhiJiTong(9.6184); 【金匮18-4】(9.6184); zz:ZiHan(8.0334); zz:EHan(6.159); zz:FaRe(5.2965)
fj:ZhiShiSan,枳实散证,lj:Jueyin_Instance,,2,【金匮19-7】(9.6184); zz:GuShan(8.0334)
fj:GuiZhiFuLingWan,桂枝茯苓丸证,lj:Jueyin_Instance,,4,zz:ZhengJia(9.6184); zz:LouXiaBuZhi(9.6184); zz:TaiDong(9.6184); 【金匮20-2】(9.6184)
fj:JiaoAiTang,胶艾汤证,lj:Taiyin_Instance,,3,zz:BanChanHouXuXiaXue(9.6184); 【金匮20-4】(9.6184); zz:FuTong(5.2965)
fj:DangGuiShaoYaoSan,当归芍药散证,lj:Taiyin_Instance,,3,【金匮20-5】(9.6184); zz:FuZhongJiaoTong(8.6184); zz:ShuiZhong(8.6184)
fj:GanJiangRenShenBanXiaWan,干姜人参半夏丸证,lj:Taiyin_Instance,,3,zz:OuTuBuZhi(9.6184); 【金匮20-6】(9.6184); zz:RenShen(7.6184)
fj:DangGuiBeiMuKuShenWan,当归贝母苦参丸证,lj:Shaoyin_Instance,,3,zz:XiaoBianNan(9.6184); 【金匮20-7】(9.6184); zz:RenShen(7.6184)
fj:KuiHuaFuLingSan,葵子茯苓散证,lj:Taiyang_Instance,,5,【金匮20-8】(9.6184); zz:TouXuan(8.0334); zz:RenShen(7.6184); zz:ShuiQi(6.2965); zz:XiaoBianBuLi(5.0948)
fj:DangGuiSan,当归散证,lj:Taiyin_Instance,,3,zz:ChangFu(9.6184); 【金匮20-9】(9.6184); zz:RenShen(7.6184)
pattern_id,pattern_name,liujing,clause,4,symptom_list(7.0334); pulse_list(7.0334); tongue_list(7.0334); jianjia_list(7.0334)
fj:XiaoChaiHuTang_ChanHou,小柴胡汤证（产后郁冒）,lj:Shaoyang_Instance,【金匮21-2】,6,zz:YuMao(9.6184); zz:DanTouHanChu(8.6184); mx:Pulse_WeiRuo(8.6184); zz:DaBianJian(8.0334); zz:OuBuNengShi(7.6184); zz:ChanHou(6.6184)
fj:DaChengQiTang_ChanHou,大承气汤证（产后胃实）,lj:Yangming_Instance,,5,zz:YuMaoJie(9.6184); zz:BaQiRiGengFaRe(9.6184); 【金匮21-3】(9.6184); zz:NengShi(8.6184); zz:ChanHou(6.6184)
fj:DangGuiShengJiangYangRouTang_ChanHou,当归生姜羊肉汤证（产后腹痛）,lj:Taiyin_Instance,,3,【金匮21-4】(9.6184); zz:FuZhongJiaoTong(8.6184); zz:ChanHou(6.6184)
fj:ZhiShiShaoYaoSan,枳实芍药散证,lj:Jueyin_Instance,,4,zz:FanManBuDeWo(9.6184); 【金匮21-5】(9.6184); zz:ChanHou(6.6184); zz:FuTong(5.2965)
fj:XiaYuXueTang,下瘀血汤证,lj:Jueyin_Instance,,3,zz:FuZhongYouYuXueZhuQiXia(9.6184); 【金匮21-6】(9.6184); zz:ChanHou(6.6184)
fj:ZhuYeTang,竹叶汤证,lj:Taiyang_Instance,【金匮21-7】,8,zz:ZhongFeng(9.6184); zz:Chuan(9.6184); mx:Pulse_XianShu(9.6184); zz:MianChi(8.6184); zz:TouTong(8.0334); zz:ChanHou(6.6184); zz:HanChu(5.3705); zz:FaRe(5.2965)
fj:ZhuPiDaWan,竹皮大丸证,lj:Jueyin_Instance,,5,zz:FanLuan(9.6184); zz:WuWaiZheng(9.6184); 【金匮21-8】(9.6184); zz:OuNi(8.6184); zz:ChanHou(6.6184)
fj:BaiTouWengJiaGanCaoEJiaoTang,白头翁加甘草阿胶汤证（产后下利）,lj:Jueyin_Instance,【金匮21-9】,3,mx:Pulse_XuJi(9.6184); zz:ChanHou(6.6184); zz:XiaLi(5.7115)
fj:BanXiaHouPoFuLingShengJiangTang,半夏厚朴茯苓生姜汤证,lj:Jueyin_Instance,,2,zz:YanZhongRuYouZhiRou(9.6184); 【金匮22-5】(9.6184)
fj:GanCaoXiaoMaiDaZaoTang,甘草小麦大枣汤证,lj:Jueyin_Instance,,5,zz:ZangZao(9.6184); zz:BeiShangYuKu(9.6184); zz:ShuQianShen(9.6184); zz:XiangRuShenLingSuoZuo(9.6184); 【金匮22-6】(9.6184)
fj:WenJingTang_Fuke,温经汤证（妇人杂病）,lj:Jueyin_Instance,,8,zz:NianWuShiSuo(9.6184); zz:XiaXueShuRiBuZhi(9.6184); zz:MuJiFaRe(9.6184); zz:ShaoFuLiJi(9.6184); zz:ShouZhangFanRe(9.6184); zz:ChunKouGanZao(9.6184); 【金匮22-9】(9.6184); zz:FuMan(5.6184)
fj:TuGuaGenSan,土瓜根散证,lj:Jueyin_Instance,,4,zz:JingShuiBuLi(9.6184); zz:ShaoFuManTong(9.6184); zz:HuoYiYueZaiJing(9.6184); 【金匮22-10】(9.6184)
fj:XuanFuHuaTang_Fuke,旋覆花汤证（妇人半产漏下）,lj:Jueyin_Instance,,3,zz:BanChan(9.6184); zz:LouXia(9.6184); 【金匮22-11】(9.6184)
fj:JiaoJiangTang,胶姜汤证,lj:Taiyin_Instance,,3,zz:FuRenXianJingLouXia(9.6184); zz:SeHeiRuKuai(9.6184); 【金匮22-12】(9.6184)
fj:DaHuangGanSuiEJiaoTang,大黄甘遂阿胶汤证,lj:Taiyin_Instance,,4,zz:FuRenShaoFuManRuDunZhuang(9.6184); zz:XiaoBianWeiNan(9.6184); 【金匮22-13】(9.6184); zz:BuKe(6.811)
fj:DiDangTang_Fuke,抵当汤证（妇人经水不利）,lj:Taiyang_Instance,,3,zz:FuRenShiFuTong(9.6184); zz:JingShuiShiXingShiZhi(9.6184); 【金匮22-14】(9.6184)
fj:FanShiWan,矾石丸证,lj:Jueyin_Instance,,4,zz:FuRenJingShuiBi(9.6184); zz:ZangJianBi(9.6184); zz:XiaBaiWuBuZhi(9.6184); 【金匮22-15】(9.6184)
fj:HongLanHuaJiu,红蓝花酒证,lj:Jueyin_Instance,,3,zz:FuRenLiuShiErZhongFeng(9.6184); zz:FuZhongQiXueRuCiTong(9.6184); 【金匮22-16】(9.6184)
fj:DangGuiShaoYaoSan_Fuke,当归芍药散证（妇人腹中痛）,lj:Taiyin_Instance,,2,【金匮22-17】(9.6184); zz:FuRenFuZhongZhuJiTong(8.6184)
fj:XiaoJianZhongTang_Fuke,小建中汤证（妇人腹中痛）,lj:Taiyin_Instance,,2,【金匮22-18】(9.6184); zz:FuRenFuZhongZhuJiTong(8.6184)
fj:ShenQiWan_Fuke,肾气丸证（妇人转胞）,lj:Shaoyin_Instance,,5,zz:FuRen(9.6184); zz:FanReBuDeWo(9.6184); zz:ErFanYiXi(9.6184); 【金匮22-19】(9.6184); zz:YinShiRuGu(8.6184)
fj:SheChuangZiSan,蛇床子散证,lj:Jueyin_Instance,,2,zz:FuRenYinHan(9.6184); 【金匮22-20】(9.6184)
fj:LangYaTang,狼牙汤证,lj:Jueyin_Instance,,3,zz:YinZhongChuang(9.6184); zz:ShiLan(9.6184); 【金匮22-21】(9.6184)
fj:ZhuGaoFaJian_Fuke,猪膏发煎证（妇人阴吹）,lj:Yangming_Instance,,4,zz:WeiQiXiaXie(9.6184); zz:YinChuiErXuan(9.6184); zz:RuShiQi(9.6184); 【金匮22-22】(9.6184)
fj:JiGuanZiSan,鸡冠子散证,lj:Jueyin_Instance,,3,zz:NanRenGuShan(9.6184); zz:NvRenYinTui(9.6184); 【金匮附方】(4.7115)
fj:ZiShiYingWan,紫石英丸证,lj:Jueyin_Instance,,3,zz:FengHan(9.6184); zz:FuRenJingShuiBuDiao(9.6184); 【金匮附方】(4.7115)
fj:ZhiShiTang,枳实汤证,lj:Yangming_Instance,,3,zz:ShiJi(9.6184); zz:FuZhang(8.0334); 【金匮附方】(4.7115)
fj:MuXiangSan,木香散证,lj:Jueyin_Instance,,3,zz:QiNi(9.6184); zz:FuTong(5.2965); 【金匮附方】(4.7115)
fj:YuLiangWan,禹余粮丸证,lj:Taiyin_Instance,,3,zz:JingShuiBuDiao(8.6184); zz:XiaLi(5.7115); 【金匮附方】(4.7115)
fj:ZhiShiFuZiTang,枳实附子汤证,lj:Taiyin_Instance,,3,zz:HanShan(6.2965); zz:FuTong(5.2965); 【金匮附方】(4.7115)
fj:DangGuiLiuHuangTang,当归硫黄汤证,lj:Shaoyin_Instance,,3,zz:YangXu(8.6184); zz:JingShuiBuDiao(8.6184); 【金匮附方】(4.7115)
fj:FuLingSan,茯苓散证,lj:Taiyin_Instance,,3,zz:ShuiQi(6.2965); zz:XiaoBianBuLi(5.0948); 【金匮附方】(4.7115)
fj:ZhuLingSan,猪苓散证,lj:Taiyang_Instance,,3,zz:ShuiQi(6.2965); zz:XiaoBianBuLi(5.0948); 【金匮附方】(4.7115)
fj:ZeXieWan,泽泻丸证,lj:Taiyin_Instance,,3,zz:XuanYin(8.0334); zz:Ke(5.811); 【金匮附方】(4.7115)
fj:MuLiSan,牡蛎散证,lj:Jueyin_Instance,,3,zz:XuFan(8.0334); zz:HanChu(5.3705); 【金匮附方】(4.7115)
fj:FuLingGuiZhiWan,茯苓桂枝丸证,lj:Taiyin_Instance,,3,zz:XinJi(8.6184); zz:ShuiQi(6.2965); 【金匮附方】(4.7115)
fj:ZhiShiGanCaoTang,枳实甘草汤证,lj:Yangming_Instance,,3,zz:FuZhang(8.0334); zz:DaBianJian(8.0334); 【金匮附方】(4.7115)
fj:BanXiaSan,半夏散证,lj:Taiyang_Instance,,2,zz:YanTong(7.6184); 【金匮附方】(4.7115)
fj:GuiZhiHuangLianTang,桂枝黄连汤证,lj:Jueyin_Instance,,3,zz:ReLi(7.6184); zz:FuTong(5.2965); 【金匮附方】(4.7115)
fj:HuangQinSan,黄芩散证,lj:Shaoyang_Instance,,3,zz:ReLi(7.6184); zz:FuTong(5.2965); 【金匮附方】(4.7115)
fj:FuLingBanXiaTang,茯苓半夏汤证,lj:Taiyin_Instance,,3,zz:OuTu(6.6184); zz:XinXiaPi(5.2261); 【金匮附方】(4.7115)
fj:ZhiZiSan,栀子散证,lj:Yangming_Instance,,3,zz:XuFan(8.0334); zz:HanChu(5.3705); 【金匮附方】(4.7115)
fj:ShiGaoSan,石膏散证,lj:Yangming_Instance,,3,zz:DaKe(8.0334); zz:ShenRe(6.4485); 【金匮附方】(4.7115)
fj:ZhiMuSan,知母散证,lj:Yangming_Instance,,3,zz:Re(8.0334); zz:Ke(5.811); 【金匮附方】(4.7115)
fj:ShengDiHuangWan,生地黄丸证,lj:Shaoyin_Instance,,3,zz:XuLao(9.6184); zz:ShaoFuTong(8.6184); 【金匮附方】(4.7115)
fj:DanPiSan,丹皮散证,lj:Jueyin_Instance,,3,zz:YuXue(9.6184); zz:ShaoFuTong(8.6184); 【金匮附方】(4.7115)
fj:ChaiHuSan,柴胡散证,lj:Shaoyang_Instance,,3,zz:WangLaiHanRe(7.2965); zz:XiongMan(6.0334); 【金匮附方】(4.7115)
fj:QinPiSan,秦皮散证,lj:Jueyin_Instance,,3,zz:ReLi(7.6184); zz:YanTong(7.6184); 【金匮附方】(4.7115)
fj:ZiShenTang,紫参汤证（附）,lj:Jueyin_Instance,,3,zz:XiaLi(5.7115); zz:FuTong(5.2965); 【金匮附方】(4.7115)
fj:LiuHuangSan,硫黄散证,lj:Shaoyin_Instance,,3,zz:HanZheng(9.6184); zz:YangXu(8.6184); 【金匮附方】(4.7115)
fj:XiongHuangWan,雄黄丸证,lj:Taiyang_Instance,,3,zz:ChongDu(9.6184); zz:FuTong(5.2965); 【金匮附方】(4.7115)
fj:ZhuShaWan,朱砂丸证,lj:Jueyin_Instance,,3,zz:JingKong(8.6184); zz:XinJi(8.6184); 【金匮附方】(4.7115)
fj:SuHeXiangWan,苏合香丸证,lj:Jueyin_Instance,,3,zz:JueNi(9.6184); zz:FuTong(5.2965); 【金匮附方】(4.7115)
fj:SheXiangWan,麝香丸证,lj:Jueyin_Instance,,3,zz:ZhongE(9.6184); zz:FuTong(5.2965); 【金匮附方】(4.7115)
